 16 70 592 1.19 119200
 16 70 593 1.19 119200
 16 70 594 1.19 119200
 16 70 595 1.19 119200
 16 70 596 1.19 119200
 16 70 597 1.19 119200
 16 70 598 1.19 119200
 16 70 599 1.19 119200
 16 70 600 1.19 119200
 16 70 601 1.19 119200
 16 70 602 1.19 119200
 16 70 603 1.19 119200
 16 70 604 1.19 119200
 16 70 605 1.19 119200
 16 70 606 1.19 119200
 16 70 607 1.19 119200
 16 70 608 1.19 119200
 16 70 609 1.19 119200
 16 70 610 1.19 119200
 16 70 611 1.19 119200
 16 70 612 1.19 119200
 16 70 613 1.19 119200
 16 70 614 1.19 119200
 16 70 615 1.19 119200
 16 70 616 1.19 119200
 16 70 617 1.19 119200
 16 70 618 1.19 119200
 16 70 619 0.00 119000
 16 70 620 0.00 119000
 16 70 621 1.19 119200
 16 70 622 0.00 119000
 16 70 623 0.00 119000
 16 70 624 0.00 119000
 16 70 625 0.00 119000
 16 70 626 0.00 119000
 16 70 627 0.00 119000
 16 70 628 0.00 119000
 16 70 629 0.00 119000
 16 70 630 0.00 119000
 16 70 631 0.00 119000
 16 70 632 0.00 119000
 16 70 633 0.00 119000
 16 70 634 0.00 119000
 16 70 635 0.00 119000
 16 70 636 0.00 119000
 16 70 637 0.00 119000
 16 70 638 0.00 119000
 16 70 639 0.00 119000
 16 70 640 0.00 119000
 16 70 641 0.00 119000
 16 70 642 0.00 119000
 16 70 643 0.00 119000
 16 70 644 0.00 119000
 16 70 645 0.00 119000
 16 70 646 0.00 119000
 16 70 647 0.00 119000
 16 70 648 0.00 119000
 16 70 649 0.00 119000
 16 70 650 0.00 119000
 16 70 651 0.00 119000
 16 70 652 0.00 119000
 16 70 653 0.00 119000
 16 70 654 0.00 119000
 16 70 655 0.00 119000
 16 70 656 0.00 119000
 16 70 657 0.00 119000
 16 70 658 0.00 119000
 16 70 659 0.00 119000
 16 70 660 0.00 119000
 16 70 661 0.00 119000
 16 70 662 0.00 119000
 16 70 663 0.00 119000
 16 70 664 0.00 119000
 16 70 665 0.00 119000
 16 70 666 0.00 119000
 16 70 667 0.00 119000
 16 70 668 0.00 119000
 16 70 669 0.00 119000
 17 70 592 1.99 199200
 17 70 593 1.99 199200
 17 70 594 1.99 199200
 17 70 595 1.99 199200
 17 70 596 1.99 199200
 17 70 597 1.99 199200
 17 70 598 1.99 199200
 17 70 599 1.99 199200
 17 70 600 1.99 199200
 17 70 601 1.99 199200
 17 70 602 1.99 199200
 17 70 603 1.99 199200
 17 70 604 1.99 199200
 17 70 605 1.99 199200
 17 70 606 1.99 199200
 17 70 607 1.99 199200
 17 70 608 1.99 199200
 17 70 609 1.99 199200
 17 70 610 1.99 199200
 17 70 611 1.99 199200
 17 70 612 1.99 199200
 17 70 613 1.99 199200
 17 70 614 1.99 199200
 17 70 615 1.99 199200
 17 70 616 1.99 199200
 17 70 617 1.99 199200
 17 70 618 1.99 199200
 17 70 619 1.99 199200
 17 70 620 1.99 199200
 17 70 621 1.99 199200
 17 70 622 1.99 199200
 17 70 623 1.99 199200
 17 70 624 1.99 199200
 17 70 625 1.99 199200
 17 70 626 1.99 199200
 17 70 627 1.99 199200
 17 70 628 1.69 199200
 17 70 629 1.69 199200
 17 70 630 1.99 199200
 17 70 631 1.99 199200
 17 70 632 1.99 199200
 17 70 633 1.99 199200
 17 70 634 1.99 199200
 17 70 635 1.99 199200
 17 70 636 1.99 199200
 17 70 637 1.99 199200
 17 70 638 1.99 199200
 17 70 639 1.99 199200
 17 70 640 1.99 199200
 17 70 641 1.99 199200
 17 70 642 1.99 199200
 17 70 643 1.99 199200
 17 70 644 1.99 199200
 17 70 645 1.99 199200
 17 70 646 1.99 199200
 17 70 647 1.99 199000
 17 70 648 1.99 199000
 17 70 649 1.99 199200
 17 70 650 2.19 219200
 17 70 651 2.19 219200
 17 70 652 2.19 219200
 17 70 653 2.19 219200
 17 70 654 2.19 219200
 17 70 655 2.19 219200
 17 70 656 2.19 219200
 17 70 657 2.19 219200
 17 70 658 2.19 219200
 17 70 659 2.19 219200
 17 70 660 2.19 219200
 17 70 661 2.19 219200
 17 70 662 2.19 219200
 17 70 663 2.19 219200
 17 70 664 2.19 219200
 17 70 665 2.19 219200
 17 70 666 2.19 219200
 17 70 667 1.99 219200
 17 70 668 2.19 219200
 17 70 669 2.19 219200
 19 70 592 0.00      0
 19 70 593 0.00      0
 19 70 594 0.00      0
 19 70 595 0.00      0
 19 70 596 0.00      0
 19 70 597 0.00      0
 19 70 598 0.00      0
 19 70 599 0.00      0
 19 70 600 0.00      0
 19 70 601 0.00      0
 19 70 602 0.00      0
 19 70 603 0.00      0
 19 70 604 0.00      0
 19 70 605 0.00      0
 19 70 606 0.00      0
 19 70 607 0.00      0
 19 70 608 0.00      0
 19 70 609 0.00      0
 19 70 610 0.00      0
 19 70 611 0.00      0
 19 70 612 0.00      0
 19 70 613 0.00      0
 19 70 614 0.00      0
 19 70 615 0.00      0
 19 70 616 0.00      0
 19 70 617 0.00      0
 19 70 618 0.00      0
 19 70 619 0.00      0
 19 70 620 0.00      0
 19 70 621 0.00      0
 19 70 622 2.99 299200
 19 70 623 2.99 299200
 19 70 624 2.99 299200
 19 70 625 2.99 299200
 19 70 626 2.99 299200
 19 70 627 2.99 299200
 19 70 628 2.99 299200
 19 70 629 2.99 299200
 19 70 630 2.99 299200
 19 70 631 2.99 299200
 19 70 632 2.99 299200
 19 70 633 2.99 299200
 19 70 634 2.99 299200
 19 70 635 2.99 299200
 19 70 636 2.99 299200
 19 70 637 2.99 299200
 19 70 638 2.99 299200
 19 70 639 2.99 299200
 19 70 640 2.99 299200
 19 70 641 2.99 299200
 19 70 642 2.99 299200
 19 70 643 2.99 299200
 19 70 644 2.99 299200
 19 70 645 2.99 299200
 19 70 646 2.99 299200
 19 70 647 2.99 299200
 19 70 648 2.99 299200
 19 70 649 2.99 299200
 19 70 650 2.99 299200
 19 70 651 2.99 299200
 19 70 652 3.29 329000
 19 70 653 3.29 329000
 19 70 654 2.99 329200
 19 70 655 3.29 329000
 19 70 656 3.29 329000
 19 70 657 3.29 329000
 19 70 658 3.29 329000
 19 70 659 3.29 329000
 19 70 660 3.29 329000
 19 70 661 3.29 329000
 19 70 662 3.29 329002
 19 70 663 3.29 329000
 19 70 664 3.29 329000
 19 70 665 3.29 329000
 19 70 666 3.29 329000
 19 70 667 3.29 329000
 19 70 668 0.00 329000
 19 70 669 0.00 329000
 20 70 592 6.29 629000
 20 70 593 6.29 629000
 20 70 594 5.99 629000
 20 70 595 5.99 629000
 20 70 596 6.29 629000
 20 70 597 6.29 629000
 20 70 598 6.29 629000
 20 70 599 6.29 629000
 20 70 600 6.29 629000
 20 70 601 6.29 629000
 20 70 602 6.29 629000
 20 70 603 6.29 629000
 20 70 604 5.79 629000
 20 70 605 5.79 629000
 20 70 606 5.79 629000
 20 70 607 5.79 629003
 20 70 608 6.29 629000
 20 70 609 6.29 629000
 20 70 610 6.29 629000
 20 70 611 6.29 629000
 20 70 612 6.29 629000
 20 70 613 6.29 629000
 20 70 614 4.99 629000
 20 70 615 4.99 629000
 20 70 616 4.99 629000
 20 70 617 4.99 629000
 20 70 618 6.29 629000
 20 70 619 6.29 629000
 20 70 620 6.29 629000
 20 70 621 4.99 629070
 20 70 622 4.99 629070
 20 70 623 4.99 629070
 20 70 624 4.99 629070
 20 70 625 4.99 629070
 20 70 626 4.99 629000
 20 70 627 6.29 629000
 20 70 628 6.29 629000
 20 70 629 6.29 629000
 20 70 630 6.29 629000
 20 70 631 6.29 629000
 20 70 632 6.29 629000
 20 70 633 6.29 629000
 20 70 634 6.29 629000
 20 70 635 6.29 629000
 20 70 636 6.29 629000
 20 70 637 6.29 629000
 20 70 638 6.29 629000
 20 70 639 6.29 629000
 20 70 640 6.29 629000
 20 70 641 5.99 599000
 20 70 642 5.99 599000
 20 70 643 5.99 599000
 20 70 644 5.99 599000
 20 70 645 5.99 599000
 20 70 646 5.99 599000
 20 70 647 5.99 599000
 20 70 648 5.99 599000
 20 70 649 5.99 599000
 20 70 650 5.99 599000
 20 70 651 5.99 599000
 20 70 652 5.99 599000
 20 70 653 4.99 599001
 20 70 654 4.99 599000
 20 70 655 5.99 599000
 20 70 656 5.99 599000
 20 70 657 5.99 599000
 20 70 658 5.99 599000
 20 70 659 5.99 599000
 20 70 660 5.99 599000
 20 70 661 5.99 599000
 20 70 662 5.99 599000
 20 70 663 5.99 599000
 20 70 664 5.99 599000
 20 70 665 5.99 599000
 20 70 666 5.99 599000
 20 70 667 5.99 599000
 20 70 668 5.99 599000
 20 70 669 5.99 599000
 23 70 592 2.39 239004
 23 70 593 2.59 259000
 23 70 594 2.89 289000
 23 70 595 2.89 289000
 23 70 596 2.59 289000
 23 70 597 2.89 289000
 23 70 598 2.89 289000
 23 70 599 2.89 289000
 23 70 600 2.89 289000
 23 70 601 2.89 289000
 23 70 602 2.89 289000
 23 70 603 2.89 289000
 23 70 604 2.89 289000
 23 70 605 2.89 289000
 23 70 606 2.89 289000
 23 70 607 2.89 289000
 23 70 608 2.89 289020
 23 70 609 2.89 289000
 23 70 610 2.19 289004
 23 70 611 2.19 289004
 23 70 612 2.59 289000
 23 70 613 2.89 289040
 23 70 614 2.89 289040
 23 70 615 2.89 289040
 23 70 616 2.89 289000
 23 70 617 2.89 289000
